#{"t_start": 1779067148.4971375, "env_id": "None"}
0.140597,57,248.332321
0.315135,27,248.467909
0.229755,97,248.975678
0.069826,89,249.402606
0.276418,10,249.450701
-0.145465,100,249.928498
0.039627,92,250.364527
-0.466168,93,250.816113
0.082659,14,250.884565
0.052028,36,251.064327
0.398417,43,251.270412
0.037835,30,251.416548
-0.281572,100,251.895037
-0.182173,81,252.281824
-0.048607,38,252.462732
-0.013066,15,252.535526
0.049873,53,252.793759
0.323831,44,253.006437
-0.154933,55,253.270675
0.374796,23,253.387681
0.252942,60,253.678216
0.147145,45,253.89632
-0.294486,100,254.371242
-0.502332,100,254.848934
0.236887,51,255.093146
-0.150977,100,255.568248
0.279522,46,255.794888
-0.381974,100,256.272445
-0.275319,100,256.750495
0.016303,93,257.201245
-0.018099,100,257.701004
-0.01,1,257.707549
0.425566,24,257.824705
-0.041668,65,258.135021
0.293251,40,258.330166
-0.249933,18,258.419576
-0.067297,100,258.90422
-0.10715,100,259.390961
0.117852,16,259.469936
-0.004963,100,259.9525
0.061006,59,260.22945
-0.424923,100,260.698683
-0.085785,100,261.179184
0.085312,35,261.350752
0.264514,49,261.584474
-0.204714,39,261.768958
0.045208,22,261.877654
0.257475,90,262.318635
0.115136,4,262.338317
0.202239,10,262.389346
0.064618,7,262.423682
0.036287,48,262.655989
0.045172,100,263.141121
-0.458172,60,263.434188
0.084843,10,263.485
-0.048504,37,263.66151
0.406157,58,263.940612
0.092219,13,264.013004
0.104962,13,264.076557
0.329557,15,264.152035
0.554007,22,264.259015
-0.118194,26,264.38764
-0.145743,100,264.865313
0.315203,43,265.071375
-0.225356,100,265.551393
0.217772,71,265.901385
0.374517,42,266.104179
0.102013,16,266.18202
0.112404,19,266.273069
0.396005,40,266.471818
-0.015959,100,266.952969
0.233506,43,267.161089
-0.045302,100,267.66035
0.166843,53,267.914307
0.21451,26,268.039856
0.124926,36,268.211959
0.366396,39,268.41261
-0.123593,100,268.908252
0.063037,42,269.106542
-0.180859,100,269.59089
-0.420508,19,269.679435
-0.01,1,269.6862
0.161679,29,269.826141
-0.161026,98,270.292196
-0.165358,100,270.774167
0.169216,11,270.829995
-0.101224,100,271.309406
0.124665,99,271.779843
0.03852,71,272.124533
0.084005,9,272.170576
0.421261,39,272.356397
0.287754,68,272.684964
-0.05652,47,272.91357
-0.423968,100,273.39426
0.09709,9,273.438414
0.091931,49,273.672159
0.158064,33,273.836029
0.484199,41,274.036516
-0.131872,100,274.513612
-0.032492,100,274.996493
-0.09933,61,275.282731
0.027286,33,275.439722
0.150398,73,275.794766
0.007424,84,276.199461
0.291541,63,276.501091
0.330928,100,277.000281
-0.034007,100,277.494406
-0.02679,100,277.981997
0.43971,59,278.269122
-0.390329,100,278.760675
0.263245,72,279.104179
-0.192111,100,279.583706
-0.173439,100,280.05494
0.083881,35,280.222358
-0.049547,100,280.701828
0.100302,7,280.736408
0.429856,38,280.916982
0.024176,21,281.021062
0.117875,11,281.076519
-0.192819,60,281.357119
0.099294,63,281.654912
0.076313,100,282.139432
-0.127629,25,282.259635
-0.404514,100,282.742664
-0.014854,100,283.230548
-0.02105,100,283.725559
-0.442421,100,284.215919
-0.185434,100,284.709864
0.033491,81,285.09887
0.115388,29,285.23946
-0.084985,100,285.717931
-0.334181,100,286.19892
0.374912,61,286.488716
0.414948,17,286.572311
0.298893,21,286.675581
0.108718,93,287.135808
0.242897,80,287.5385
-0.069147,68,287.870966
-0.180186,50,288.113297
0.508887,46,288.348694
0.203843,12,288.409646
-0.097755,100,288.892463
0.246398,68,289.221534
-0.652626,67,289.538984
0.56199,25,289.665006
0.233177,48,289.897236
0.138774,58,290.176394
0.115611,90,290.599682
0.082953,69,290.92756
0.109072,8,290.969007
-0.019172,67,291.291713
-0.057194,100,291.780675
0.299503,78,292.158662
0.141753,87,292.583695
0.543533,30,292.730773
-0.214393,100,293.209944
0.20927,68,293.540668
0.15209,46,293.768013
-0.000958,100,294.25131
0.03066,60,294.545437
0.00435,86,294.953292
-0.038198,100,295.445352
-0.342469,100,295.947055
-0.246974,100,296.416049
0.114374,4,296.436087
0.231808,18,296.526379
-0.255097,100,297.011489
0.215967,41,297.213474
-0.325397,100,297.720626
0.358721,72,298.070799
-0.01,1,298.076101
0.246001,7,298.110455
0.347889,33,298.268892
0.03728,3,298.287439
0.418752,35,298.468184
0.133369,12,298.525564
0.499152,45,298.744283
0.043768,39,298.934541
-0.338497,100,299.424206
0.008191,94,299.876989
0.307775,44,300.090134
-0.077215,100,300.575198
-0.196945,100,301.046244
-0.20304,100,301.53489
-0.221777,100,302.018507
-0.364917,35,302.186363
-0.060062,38,302.373062
0.061726,84,302.781018
0.550376,31,302.931163
0.374902,16,303.013665
-0.062166,100,303.501944
0.156124,54,303.770246
0.421867,21,303.87574
0.582351,24,303.992177
0.07263,26,304.118127
-0.10744,47,304.345592
0.069786,7,304.380676
0.181418,33,304.543392
-0.063872,48,304.775937
-0.144447,77,305.147784
0.058232,37,305.333181
0.074031,12,305.392736
-0.086782,100,305.868485
0.288803,72,306.206713
0.109749,83,306.601346
-0.031504,100,307.085445
-0.025528,100,307.585448
0.251614,10,307.634719
-0.141824,100,308.116599
-0.098962,39,308.31074
-0.195226,100,308.800519
-0.325546,100,309.277943
-0.339288,100,309.756714
0.337238,38,309.939695
0.035908,40,310.12718
-0.218156,100,310.605626
0.021698,100,311.086569
-0.121154,100,311.567912
0.050774,93,312.013504
-0.241546,99,312.480357
0.331885,29,312.62231
-0.152771,40,312.816053
0.143226,28,312.951945
-0.194548,21,313.051327
0.030976,77,313.428565
0.163957,52,313.681918
0.233094,11,313.7343
0.165604,51,313.983411
0.129896,38,314.162249
-0.072287,100,314.649209
-0.371874,100,315.125502
0.254749,19,315.215996
0.032888,62,315.51811
-0.70255,100,315.992678
-0.026196,80,316.370732
0.018269,42,316.569738
-0.520475,100,317.047951
0.177815,95,317.516644
-0.556932,100,317.998394
0.004815,2,318.00835
-0.33696,100,318.495735
-0.193439,100,318.969441
-0.137009,100,319.455719
0.256868,45,319.685368
-0.230136,100,320.166249
-0.212762,68,320.491557
-0.064327,100,320.961692
-0.079683,100,321.447702
0.200937,72,321.798223
-0.369103,100,322.28886
-0.050757,100,322.759627
0.005307,93,323.202047
-0.116668,100,323.690052
0.274103,17,323.771594
-0.421935,100,324.241246
-0.0687,100,324.708696
-0.146555,75,325.065018
-0.130251,100,325.544964
0.190166,43,325.749581
0.154068,46,325.980414
0.15264,61,326.267638
0.234102,32,326.424297
-0.025222,67,326.748407
-0.101778,64,327.068855
0.126396,11,327.12275
-0.051903,100,327.622257
0.254087,43,327.828281
-0.01731,100,328.302912
0.00798,3,328.319431
0.194627,59,328.611905
-0.385883,22,328.714114
0.279178,36,328.88632
0.17115,16,328.963496
0.183512,12,329.022817
-0.018862,36,329.196922
0.320154,14,329.265208
0.371548,12,329.321816
-0.751603,97,329.799019
0.256107,93,330.246686
0.141278,86,330.658537
-0.541653,100,331.131784
0.618543,28,331.268813
0.035883,5,331.293557
0.309401,42,331.502949
-0.004599,94,331.953919
0.48621,31,332.109157
-0.088806,100,332.590421
0.05022,16,332.671354
0.207139,43,332.878735
0.095693,22,332.985703
0.38782,27,333.117701
-0.004089,46,333.333747
-0.18168,100,333.816216
0.141339,82,334.214437
-0.196223,100,334.687718
0.385647,44,334.89973
-0.564396,100,335.380518
-0.581093,100,335.868505
-0.643697,100,336.350307
0.145543,53,336.604295
0.168563,58,336.887352
-0.014019,100,337.378295
0.127714,44,337.603565
0.090969,94,338.066327
0.326032,30,338.212584
-0.119011,100,338.708698
-0.36807,100,339.204827
-0.12947,100,339.695362
0.073442,45,339.913745
0.114313,44,340.128223
-0.063208,56,340.394839
0.212777,94,340.840389
0.467684,31,340.989012
-0.381158,100,341.473806
0.388042,41,341.671728
-0.036867,100,342.154587
-0.213949,91,342.62893
-0.112116,100,343.103467
0.196535,37,343.285558
0.080703,9,343.330635
0.097362,9,343.376043
-0.007659,100,343.863459
0.186677,91,344.30178
-0.221047,100,344.768146
0.323228,25,344.888406
0.298156,51,345.132332
-0.009195,90,345.563931
0.246362,55,345.825397
-0.222096,100,346.298372
0.034114,46,346.516362
-0.416255,88,346.93686
0.276445,22,347.044753
0.166474,88,347.464413
-0.099524,82,347.862441
-0.375379,100,348.341958
0.183332,59,348.641834
0.198633,21,348.743742
-0.273398,67,349.066414
-0.478724,100,349.548429
-0.051524,100,350.040179
-0.01,1,350.045726
0.214424,15,350.120109
0.232962,22,350.229464
-0.075467,100,350.714129
0.135717,5,350.739628
0.001041,7,350.776778
0.194369,59,351.06451
0.376346,51,351.313426
0.543066,27,351.443807
-0.056096,100,351.937464
0.004149,48,352.171162
-0.26398,100,352.658485
0.123183,5,352.684968
0.217356,10,352.735926
-0.14266,97,353.205921
0.33717,32,353.358282
0.1995,11,353.41368
-0.058899,100,353.905918
0.289349,17,353.988766
-0.105218,95,354.446439
-0.020005,100,354.927536
0.125933,24,355.046764
0.071965,32,355.196534
0.287027,47,355.419886
-0.064806,100,355.904641
-0.065199,55,356.172011
0.548618,26,356.298223
0.316945,40,356.490079
0.226459,59,356.774367
-0.391172,48,357.014999
0.05755,6,357.0446
0.317605,54,357.301526
0.537757,24,357.425531
0.489652,33,357.605
-0.452283,100,358.084964
0.125205,5,358.110434
-0.150507,36,358.280891
-0.158057,11,358.341886
0.399557,22,358.456744
-0.065775,100,358.943584
-0.04967,63,359.256835
-0.14145,100,359.751133
0.413093,14,359.817512
0.14831,89,360.253324
0.091442,48,360.482658
-0.312123,100,360.961434
-0.200877,100,361.433539
-0.024356,70,361.76819
-0.104141,70,362.109069
-0.107145,92,362.552774
-0.273165,99,363.029022
0.086639,81,363.416742
0.298196,13,363.477805
-0.216799,100,363.965417
-0.093003,100,364.450269
-0.325662,100,364.938042
-0.430377,100,365.417966
0.106965,86,365.839339
0.121354,17,365.926439
0.211473,18,366.016005
-0.15416,37,366.195626
0.016712,100,366.677316
0.1007,3,366.693598
-0.163752,92,367.13612
0.046604,2,367.147081
0.160603,27,367.277145
0.477078,48,367.52494
0.258329,36,367.703562
0.093641,4,367.723735
0.104387,63,368.027288
0.193482,22,368.134111
0.05903,18,368.220252
0.050482,44,368.443074
0.280687,34,368.610104
-0.004071,95,369.071441
0.260409,33,369.234149
-0.473671,100,369.722326
0.17431,98,370.192634
0.157097,21,370.294846
0.279298,46,370.518919
-0.413059,100,371.003585
-0.001551,100,371.484494
0.272058,80,371.871044
0.335111,74,372.234287
0.227457,87,372.653156
-0.064369,88,373.067443
0.062478,70,373.410638
-0.119389,100,373.898633
0.175233,37,374.077676
0.048969,13,374.142922
0.04761,3,374.158538
0.564897,22,374.263128
0.06751,4,374.28287
0.311659,13,374.349532
-0.199945,26,374.473744
0.434044,54,374.735573
0.230744,65,375.056814
-0.280563,100,375.545314
0.083954,59,375.834408
-0.067828,100,376.323851
0.322861,83,376.724792
0.312427,28,376.861366
0.128732,70,377.202156
0.288177,86,377.628524
0.220405,52,377.883753
-0.100665,88,378.306347
-0.027083,100,378.794851
-0.070042,100,379.267217
0.452288,35,379.434236
0.169672,5,379.460943
0.439277,30,379.603149
0.019696,100,380.090782
-0.37465,18,380.177119
0.250477,26,380.303183
0.217191,55,380.560183
-0.231291,100,381.036066
0.26063,10,381.08363
-0.134689,89,381.511552
-0.508573,100,382.003851
0.52119,25,382.125623
-0.10703,100,382.60222
0.219788,35,382.772419
0.180181,51,383.021053
-0.477027,100,383.490004
0.083119,22,383.597129
0.099995,89,384.017381
-0.123096,100,384.499803
0.002456,57,384.763205
0.013806,2,384.775261
-0.008828,100,385.248689
-0.021115,92,385.687337
0.143995,70,386.031205
-0.01,1,386.036391
0.140924,7,386.071347
-0.107575,100,386.545116
0.338211,17,386.626856
0.519996,30,386.768119
0.241598,29,386.913642
-0.201895,100,387.409487
-0.331722,100,387.910577
0.288386,40,388.10016
0.382985,12,388.160331
0.051144,64,388.476853
0.250923,29,388.624056
0.295372,40,388.820303
0.457441,29,388.967741
0.169004,98,389.458249
0.409973,26,389.585234
-0.034532,100,390.071963
0.43692,53,390.327276
0.169854,87,390.749205
0.023536,87,391.166977
-0.127103,57,391.445337
0.184657,37,391.629296
-0.283996,100,392.129418
0.24422,50,392.375617
0.324223,60,392.668103
-0.073906,100,393.153127
0.098597,18,393.241289
-0.040805,90,393.6762
0.095434,8,393.716132
-0.160766,100,394.206297
0.117757,5,394.232206
0.4928,28,394.366624
0.557548,15,394.438794
0.158765,6,394.470161
0.199449,4,394.489786
0.175134,50,394.728319
-0.220925,100,395.210917
0.007234,97,395.678171
-0.153911,100,396.167514
-0.274035,100,396.645315
-0.043227,20,396.741591
-0.121582,100,397.240949
0.145305,96,397.716933
-0.068233,37,397.899548
-0.281361,100,398.392034
0.338553,23,398.507786
0.318718,53,398.762588
-0.497999,100,399.24234
0.146546,10,399.290107
-0.289481,100,399.771707
0.207294,31,399.924801
0.052998,76,400.285953
0.017097,100,400.765816
0.279388,11,400.82021
-0.056941,80,401.20749
0.283022,32,401.36091
-0.007689,100,401.839915
-0.223658,100,402.328762
0.132362,16,402.408969
-0.034487,100,402.900692
0.059024,35,403.075463
0.17719,42,403.284202
0.458887,54,403.549553
-0.160473,77,403.925469
-0.030952,100,404.415817
0.138662,4,404.439609
-0.10721,68,404.776519
-0.11075,100,405.257529
-0.036435,81,405.644506
0.132816,94,406.106703
-0.296149,100,406.593173
0.125161,27,406.725389
0.159935,57,407.011317
0.154151,28,407.151723
0.424799,23,407.264745
0.301571,43,407.482156
-0.076777,100,407.965653
0.258276,13,408.034984
0.286393,19,408.126817
0.216434,5,408.151216
0.333785,27,408.28475
-0.497044,92,408.741976
0.224995,53,408.996614
0.259035,72,409.347645
0.23631,57,409.623206
0.001182,100,410.115654
0.013383,100,410.600531
0.158,100,411.079734
0.401642,45,411.302751
-0.364043,100,411.790612
-0.379193,90,412.231659
0.132503,80,412.614268
0.056111,73,412.97031
-0.165898,100,413.468473
0.425035,65,413.782816
-0.437864,100,414.260266
-0.095162,100,414.73101
0.090919,53,414.986051
0.316449,13,415.047169
-0.022535,65,415.358952
-0.017728,90,415.787631
-0.147038,100,416.275963
0.443524,33,416.440667
0.080726,8,416.479959
0.086844,4,416.501258
0.411219,47,416.7292
-0.005455,100,417.221915
0.197245,68,417.566494
-0.049095,100,418.046311
-0.07574,100,418.535328
0.254045,11,418.593458
0.240429,51,418.842513
-0.113714,65,419.150623
-0.565357,100,419.641714
-0.01,1,419.647237
-0.124473,36,419.818157
-0.09522,68,420.149787
-0.261339,100,420.627571
-0.219028,100,421.104257
-0.097316,100,421.580222
-0.009087,100,422.069
-0.200946,100,422.562657
0.45722,62,422.868152
0.252372,15,422.94047
0.010361,2,422.9513
0.241277,11,423.005277
0.043093,28,423.13843
-0.159558,100,423.623405
-0.009763,100,424.109647
0.067941,60,424.412427
0.30445,50,424.651387
-0.40983,100,425.13164
-0.107224,100,425.606172
0.26138,61,425.900218
-0.944501,100,426.384296
0.277513,19,426.476218
0.445232,35,426.64631
0.276518,20,426.746484
0.224419,80,427.13196
-0.01,1,427.137254
-0.059383,100,427.640862
0.429993,36,427.818194
0.285273,15,427.892595
-0.460843,100,428.386213
-0.01,1,428.391795
0.166211,18,428.481867
-0.062934,100,428.95921
0.405672,46,429.182684
0.012139,100,429.660553
-0.142195,100,430.142886
0.181932,24,430.264536
0.094108,91,430.701587
0.011914,52,430.953467
-0.31801,100,431.431411
-0.228941,100,431.913037
-0.105314,100,432.398361
0.023458,83,432.802974
-0.361767,100,433.280145
-0.229033,100,433.768386
0.323278,50,434.008889
0.079444,35,434.176875
0.21477,74,434.538949
0.023286,100,435.014799
-0.261865,100,435.487431
0.204296,97,435.949468
0.488123,28,436.089921
0.365784,50,436.338023
0.481796,32,436.491455
0.218854,38,436.675788
-0.100493,37,436.852667
-0.195252,100,437.3541
-0.216414,100,437.847367
-0.340067,100,438.333026
0.267283,44,438.55375
0.16534,80,438.941993
0.280811,20,439.037522
-0.47222,66,439.352633
0.173371,55,439.618196
-0.420681,100,440.095296
0.121253,3,440.110907
0.249784,69,440.443404
-0.23641,86,440.85308
0.099998,99,441.323483
0.384338,19,441.418175
0.320055,5,441.442159
0.057886,7,441.478239
-0.21591,50,441.72093
0.530744,12,441.779957
-0.219927,100,442.265852
0.310171,33,442.431585
-0.306586,100,442.919697
0.065589,4,442.939348
0.43056,43,443.145808
-0.030092,59,443.427356
0.40207,34,443.592519
-0.009067,100,444.077081
0.217189,55,444.347666
-0.189431,41,444.546292
0.449109,34,444.708466
0.387179,40,444.907351
0.211342,70,445.250698
0.050113,91,445.682795
-0.110533,100,446.162085
-0.136509,66,446.480855
-0.3286,100,446.957481
0.127374,24,447.074078
0.027658,75,447.435626
-0.01,1,447.441437
-0.46749,100,447.929923
0.053691,90,448.373573
-0.116104,100,448.861354
0.109842,44,449.078156
0.020158,100,449.560833
-0.5861,85,449.964146
0.018595,100,450.445956
0.246851,10,450.492802
0.277272,46,450.712562
0.149146,75,451.075717
0.17687,11,451.127663
-0.328633,97,451.592431
0.398263,39,451.783707
0.072109,37,451.972531
0.161299,21,452.07262
0.466367,32,452.225486
-0.121321,43,452.434082
-0.079357,100,452.916425
0.457653,38,453.099893
-0.320518,100,453.593802
0.300536,55,453.865364
-0.136275,100,454.339746
0.161174,16,454.419114
0.10742,3,454.435237
0.405272,34,454.599859
-0.227309,92,455.042431
0.101673,88,455.464138
0.027171,90,455.898049
0.169074,24,456.01548
0.154631,15,456.088984
0.451604,13,456.154876
0.462417,32,456.311791
0.188112,11,456.362914
-0.294198,97,456.830418
0.333703,52,457.088181
-0.059519,100,457.585084
-0.195585,100,458.060558
-0.022579,52,458.317438
0.34485,40,458.521254
-0.210076,100,458.993727
0.418101,39,459.179569
-0.216024,100,459.65075
0.516099,27,459.779598
0.066484,2,459.790321
0.352981,61,460.077407
0.143211,3,460.094184
0.283049,26,460.216742
-0.172392,100,460.694294
-0.129466,100,461.166227
-0.085699,100,461.640419
-0.056102,100,462.12225
0.158652,57,462.395142
0.165757,83,462.804988
-0.028034,100,463.286758
0.159515,4,463.306091
-0.102964,100,463.791088
0.39298,40,463.982203
-0.11011,100,464.473721
0.136173,10,464.523154
0.072686,55,464.782671
-0.115137,100,465.26091
0.126747,33,465.419806
0.040423,100,465.896253
0.45947,31,466.043728
0.243055,13,466.107604
-0.260223,100,466.595024
0.160559,89,467.026203
0.220617,50,467.266833
-0.066674,100,467.772083
-0.249748,100,468.260387
-0.081148,100,468.761286
0.197903,25,468.882525
0.540497,33,469.045155
-0.20841,100,469.53135
-0.403399,100,470.015563
-0.977228,100,470.492601
-0.583532,100,470.971186
0.316033,68,471.300339
0.287301,19,471.392263
0.374819,39,471.576767
0.215973,25,471.697899
0.226815,59,471.98929
-0.230651,75,472.347246
0.008975,100,472.836175
0.257844,59,473.117762
0.179842,8,473.160437
0.302101,72,473.506695
0.258139,66,473.820244
0.363541,42,474.023327
-0.012408,100,474.505487
-0.083209,100,474.994983
0.163534,82,475.388539
0.411726,42,475.591399
-0.290104,100,476.063942
-0.333936,71,476.403637
-0.085768,100,476.88335
-0.263646,54,477.139344
0.24981,7,477.175608
0.298381,68,477.509614
-0.027954,51,477.760723
0.183214,49,478.000698
0.122066,31,478.148614
0.058838,85,478.563823
0.312914,54,478.829156
0.295397,58,479.10728
0.223051,15,479.181154
0.093011,7,479.215093
0.288095,50,479.450734
-0.089609,96,479.906645
-0.183454,34,480.068261
0.00935,2,480.07902
0.21479,25,480.198236
-0.658712,100,480.670711
-0.102982,100,481.153507
-0.100587,100,481.631689
0.102577,74,481.990314
0.14196,13,482.052585
-0.264064,100,482.53435
0.099294,27,482.670749
0.266161,73,483.020076
0.362755,57,483.306685
-0.006405,100,483.780342
